Year;Index;Type;Title_Aritcle;Authors;Afiliation ;Author_Umayor;Center_Author;DOI;Title_Journal;Q-factor;WOS_code;Scorpus_Code;;;;;; 
2018;WOS;Article;A standardized objective structured clinical examination to assess clinical competencies in medical students;"Behrens, Claudia; Morales, Veronica; Parra, Paula; Hurtado, Amelia; Fernandez, Rosario; Giaconi, Elisa; Santelices, Lucia; Armijo, Soledad; Furman, Gail";"[Behrens, Claudia] Univ Catolica Norte, Fac Med, Antofagasta, Chile; [Morales, Veronica] Univ Andres Bello, Fac Med, Santiago, Chile; [Parra, Paula] Univ Concepcion, Concepcion, Chile; [Hurtado, Amelia; Giaconi, Elisa] Univ Mayor, Santiago, Chile; [Fernandez, Rosario; Santelices, Lucia] Univ Finis Terrae, Santiago, Chile; [Armijo, Soledad] Univ Desarrollo, Fac Med, Concepcion, Chile; [Furman, Gail] Natl Board Med Examiners, Philadelphia, PA USA";Miguel Orszag;CENTRO DE OPTICA E INFORMACION CUANTICA;10.1088/1402-4896/aadbfc;PHYSICA SCRIPTA;Q2;WOS:000456604400002;2-s2.0-85054018039;;;;;;
2018;WOS;Article;Emotional intelligence and psychological well-being in nursing professionals from southern Chile;"Veliz Burgos, Alex Leandro; Darner Paris, Anita Patricia; Soto Salcedo, Alexis; Reyes Lobos, Jose Luis; Ganga Contreras, Francisco";"[Veliz Burgos, Alex Leandro; Darner Paris, Anita Patricia; Ganga Contreras, Francisco] Univ Los Lagos, Osorno, Chile; [Soto Salcedo, Alexis] Univ Mayor, Santiago, Chile; [Reyes Lobos, Jose Luis] Minist Educ, Santiago, Chile";Raul Coto;CENTRO DE OPTICA E INFORMACION CUANTICA;10.1088/1367-2630/aab574;NEW JOURNAL OF PHYSICS;Q1;WOS:000428767400002;2-s2.0-85044941332;;;;;;
2018;WOS;Article;SEDUCTION IN EL NIDO DE LA SERPIENTE-MEMORIAS DEL HIJO DEL HELADERO (THE SERPENT'S NEST-MEMOIRS OF AN ICE CREAM VENDOR'S SON) BY PEDRO JUAN GUTIERREZ;"Leal, Heber; Luisa Martinez, Maria";"[Leal, Heber] Univ Mayor, Nucleo Formac Gen & Acad Regular, Sede Temuco, Temuco, Chile; [Luisa Martinez, Maria] Univ Concepcion, Concepcion, Chile";Talia Del Pozo;CENTRO TECNOLOGICO DE RECURSOS VEGETALES;10.11646/zootaxa.4527.1.5;ZOOTAXA;Q3;WOS:000451908400005;2-s2.0-85057874458;;;;;;
2018;WOS;Article;Control of Heart Rate, Energy Intake and Quality of Sleep in Dancers of Classical Dance;"Koch-Villegas, Giselle; Cancino-Lopez, Jorge; Roco Videla, Angel; Jorquera-Aguilera, Carlos; Aguilera-Eguia, Raul; Hernandez-Orellana, Marisol";"[Koch-Villegas, Giselle; Cancino-Lopez, Jorge] Univ Mayor, Santiago, Chile; [Roco Videla, Angel; Jorquera-Aguilera, Carlos; Hernandez-Orellana, Marisol] Univ Autonoma Chile, Providencia, Chile; [Aguilera-Eguia, Raul] Univ Catolica Santisima Concepcion, Concepcion, Chile";Talia Del Pozo;CENTRO TECNOLOGICO DE RECURSOS VEGETALES;10.1093/pcp/pcy191;PLANT AND CELL PHYSIOLOGY;Q1;WOS:000457605600003;2-s2.0-85056271265;;;;;;
2018;WOS;Article;Morphological Profile of Female Professional Soccer Players in Chile;"Lillo Santander, Carolina; Jorquera Aguilera, Carlos; Roco Videla, Angel; Aguilera Eguia, Benjamin Iniguez Carillo Raul Alberto; Rojas Perez, Myriam";"[Lillo Santander, Carolina; Jorquera Aguilera, Carlos] Univ Mayor, Santiago, Chile; [Roco Videla, Angel] Pontificia Univ Catolica, Santiago, Chile; [Aguilera Eguia, Benjamin Iniguez Carillo Raul Alberto] Univ Catolica Santisima Concepcion, Concepcion, Chile; [Rojas Perez, Myriam] Univ Autonoma Chile, Providencia, Chile";Paula Vizoso;CENTRO TECNOLOGICO DE RECURSOS VEGETALES;10.1371/journal.pone.0190087;PLOS ONE;Q1;WOS:000419689600031;2-s2.0-85040370593;;;;;;
2018;WOS;Article;Description of gastrointestinal parasitism through coprologic survey in Darwin's fox, Lycalopex fulvipes (Martin 1837), and kodkod, Leopardus guigna (Molina 1782), in Chiloe island, Chile;"Acosta-Jamett, Gerardo; Contreras, Sol; Munoz, Pamela; Briceno, Cristobal; Chirgwin, Catherine; Hernandez, Felipe";"[Acosta-Jamett, Gerardo; Contreras, Sol; Hernandez, Felipe] Univ Austral Chile, Inst Med Prevent Vet, Valdivia, Chile; [Acosta-Jamett, Gerardo; Contreras, Sol; Hernandez, Felipe] Univ Austral Chile, Programa Invest Aplicada Fauna Silvestre, Valdivia, Chile; [Munoz, Pamela] Univ Austral Chile, Inst Patol Anim, Valdivia, Chile; [Briceno, Cristobal] Univ Chile, Fac Ciencias Vet & Pecuarias, Conserlab, Med Prevent Anim, Santiago, Chile; [Briceno, Cristobal] Univ Cambridge, Biol Anthropol Dept, Primate Immunogenet & Mol Ecol Res Grp, Cambridge, England; [Chirgwin, Catherine] Univ Mayor, Santiago, Chile";Fernando Acevedo-Orellana;ESCUELA DE AGRONOMIA;10.4067/S0717-66432017005000322;GAYANA BOTANICA;Q4;WOS:000424541900007;NO APLICA;;;;;;
2018;WOS;Article;The beautiful or useful. Ideologies in dispute about the creation of the first architectural university course in Chile, 1848-1853;Peliowski, Amari;"[Peliowski, Amari] Ecole Hautes Etud Sci Sociales, Paris, France; [Peliowski, Amari] Univ Mayor, Fac Artes, Ctr Invest Artes & Humanidades, Santiago, Chile";P Pszczolkowski ;ESCUELA DE AGRONOMIA;SIN INFORMACIÓN;RIVAR-REVISTA IBEROAMERICANA DE VITICULTURA AGROINDUSTRIA Y RURALIDAD;Q4;WOS:000434062900009;NO APLICA;;;;;;
2018;WOS;Article;SYNTHESIS, CHARACTERIZATION AND FILM PREPARATION OF NEW CO-POLYIMIDE BASED ON NEW 3,5-DIAMINO-N-(PYRIDIN-4-YLMETHYL)BENZAMIDE, ODA AND 6FDA;"Tundidor-Camba, Alain; Saldias, Cesar; Tagle, Luis H.; Terraza, Claudio A.; Coll, Deysma; Perez, German; Aguilar-Vega, Manuel; Abarca, Romina L.; Ortiz, Pablo A.";"[Tundidor-Camba, Alain; Tagle, Luis H.; Terraza, Claudio A.; Coll, Deysma; Perez, German; Ortiz, Pablo A.] Pontificia Univ Catolica Chile, Fac Chem, Res Lab Organ Polymers, Santiago, Chile; [Saldias, Cesar] Pontificia Univ Catolica Chile, Fac Chem, Phys Chem Dept, Santiago, Chile; [Coll, Deysma; Ortiz, Pablo A.] Univ Mayor, Nucleo Quim & Bioquim, Fac Estudios Interdisciplinarios, Santiago, Chile; [Aguilar-Vega, Manuel] Ctr Invest Cient Yucatan AC, Unidad Mat, Lab Membranas, Merida, Mexico; [Abarca, Romina L.] Univ Austral Chile, Inst Ciencia & Tecnol Alimentos, Fac Ciencias Agr, Valdivia, Chile";Mauricio Molina-Roco;ESCUELA DE AGRONOMIA;10.1007/s10653-018-0115-y;ENVIRONMENTAL GEOCHEMISTRY AND HEALTH;Q1;WOS:000452307100015;2-s2.0-85048039784;;;;;;
2018;WOS;Article;Effect of protection cut on the establishment of regeneration in Nothofagus forest;"Cruz, Pablo; Urrutia, Javiera";"[Cruz, Pablo] Minist Medio Ambiente, Global Environm Facil, Santiago, Chile; [Urrutia, Javiera] Univ Mayor, Santiago, Chile";Pablo Cortes;ESCUELA DE AGRONOMIA;10.1016/j.cbpa.2017.12.014;COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY;Q1;WOS:000432763900002;2-s2.0-85043975555;;;;;;
2018;WOS;Article;DOES THE FUTURE METRO LINE IMPACT THE PRICES OF APARTMENTS? A STUDY FOR NUNOA AND SANTIAGO CHILE;"Aguirre Nunez, Carlos Andres; Sandoval Fernandez, Christian Alexis; Alliende Barbera, Jorge";"[Aguirre Nunez, Carlos Andres] Univ Las Amer, Escuela Construcc, Gest & Valorac Urbana, Quito, Ecuador; [Aguirre Nunez, Carlos Andres] UPC, Ctr Polit Suelo & Valorac, Gest & Valorac Urbana, Barcelona, Spain; [Sandoval Fernandez, Christian Alexis; Alliende Barbera, Jorge] Univ Mayor, Escuela Construcc Civil, Santiago, Chile; [Alliende Barbera, Jorge] Escuela Construcc Civil, Santiago, Chile";Elizabeth Wagamann;ESCUELA DE ARQUITECTURA;10.1016/j.ijdrr.2018.06.007;INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION;Q2;WOS:000446353300051;2-s2.0-85049317462;;;;;;
2018;WOS;Article;Video surveillance and privacy: Considerations about the cases Blimps and Drones;Malamud Herrera, Samuel;[Malamud Herrera, Samuel] Univ Mayor, Derecho Penal, Escuela Derecho, Las Condes, Chile;Ignacio Sepulveda;ESCUELA DE BIOTECNOLOGIA;10.1186/s13099-017-0159-z;GUT PATHOGENS;Q2;WOS:000394812700001;2-s2.0-85012869991;;;;;;
2018;WOS;Article;Determination of water quality Vichuquen Lake, using satellite images Landsat 8, sensor OLI, year 2016, Chile.;"Briceno, I.; Perez, W.; San Miguel, D.; Ramos, S.";"[Briceno, I.; Perez, W.] Univ Mayor, Fac Ciencias, Hemera Ctr Observac Tierra, Santiago, Chile; [Briceno, I.; Perez, W.] Univ Mayor, Fac Ciencias, Teledetecc, Santiago, Chile; [Ramos, S.] Univ Cent Venezuela, Fac Ciencias, Inst Zool & Ecol Trop, Caracas, Venezuela; [San Miguel, D.] Minist Obras Publ, Dept Conservac & Protecc Recursos Hidr, Unidad Desarrollo Ambiental, DGA, Compania 1390 415, Santiago, Chile";Jennyfer Serrano;ESCUELA DE BIOTECNOLOGIA;10.1016/j.scitotenv.2018.06.378;SCIENCE OF THE TOTAL ENVIRONMENT;Q1;WOS:000445164200046;2-s2.0-85049936194;;;;;;
2018;WOS;Article;Evaluation of the health status of Araucaria araucana trees using hyperspectral images;"Medina, N.; Vidal, P.; Cifuentes, R.; Torralba, J.; Keusch, F.";"[Medina, N.; Cifuentes, R.; Keusch, F.] Univ Mayor, Fac Ciencias, Teledetecc, Santiago, Chile; [Medina, N.; Vidal, P.] Univ Mayor, Fac Ciencias, Hemera Ctr Observac Tierra, Santiago, Chile; [Vidal, P.; Torralba, J.] Univ Politecn Valencia, Dept Ingn Cartog Geodesia & Fotogrametria, Valencia, Spain";Jaime Bolivar;ESCUELA DE BIOTECNOLOGIA;10.1038/mi.2017.91;MUCOSAL IMMUNOLOGY;Q1;WOS:000433899600011;2-s2.0-85047965861;;;;;;
2018;WOS;Article;Nelson Quichillao, Twitter and the class struggle;"Valdebenito Allendes, Jorge; Knipp Silva, Rocio";"[Valdebenito Allendes, Jorge] Univ Valparaiso, Valparaiso, Chile; [Knipp Silva, Rocio] Univ Mayor, Fac Humanidades, Programa Pedag Ingles, Las Condes, Chile";Jennyfer Serrano;ESCUELA DE BIOTECNOLOGIA;10.3390/min8050215;MINERALS;Q2;WOS:000435195900042;2-s2.0-85047941640;;;;;;
2018;WOS;Article;The Evil and the Dionysian Machine: the literature through Foucault, Deleuze and Baudrillard;Leal, Heber;[Leal, Heber] Univ Mayor, Sede Temuco, Temuco, Chile;Jennyfer Serrano;ESCUELA DE BIOTECNOLOGIA;10.3390/w10040516;WATER;Q2;WOS:000434954900170;2-s2.0-85045771228;;;;;;
2018;WOS;Article;Results from Chile's 2018 Report Card on Physical Activity for Children and Youth;"Aguilar-Farias, Nicolas; Miranda-Marquez, Sebastian; Sadarangani, Kabir P.; Martino-Fuentealba, Pia; Cristi-Montero, Carlos; Carcamo-Oyarzun, Jaime; Delgado-Floody, Pedro; Chandia-Poblete, Damian; Mella-Garcia, Camila; Rodriguez-Rodriguez, Fernando; Von Oetinger, Astrid; Balboa-Castillo, Teresa; Pena, Sebastian; Cuadrado, Cristobal; Bedregal, Paula; Celis-Morales, Carlos; Garcia-Hermoso, Antonio; Cortinez-O'Ryan, Andrea";"[Aguilar-Farias, Nicolas; Miranda-Marquez, Sebastian; Martino-Fuentealba, Pia; Carcamo-Oyarzun, Jaime; Delgado-Floody, Pedro; Chandia-Poblete, Damian; Mella-Garcia, Camila; Cortinez-O'Ryan, Andrea] Univ La Frontera, Dept Phys Educ Sports & Recreat, Temuco, Chile; [Aguilar-Farias, Nicolas; Miranda-Marquez, Sebastian; Martino-Fuentealba, Pia; Carcamo-Oyarzun, Jaime; Delgado-Floody, Pedro; Chandia-Poblete, Damian; Mella-Garcia, Camila; Cortinez-O'Ryan, Andrea] UFRO Activate Res Grp, Temuco, Chile; [Sadarangani, Kabir P.] Univ San Sebastian, Sch Physiotherapy, Concepcion, Chile; [Sadarangani, Kabir P.] Univ Diego Port, Sch Physiotherapy, Santiago, Chile; [Cristi-Montero, Carlos; Rodriguez-Rodriguez, Fernando] Pontificia Univ Catolica Valparaiso, Phys Educ Sch, IRyS Grp, Valparaiso, Chile; [Von Oetinger, Astrid] Univ San Sebastian, Sch Physiotherapy, Santiago, Chile; [Von Oetinger, Astrid] Univ Mayor, Postgrad Direct, Santiago, Chile; [Balboa-Castillo, Teresa] Univ La Frontera, Dept Publ Hlth, Temuco, Chile; [Balboa-Castillo, Teresa] Univ La Frontera, Ctr Cardiovasc & Nutr Epidemiol EPICYN, Temuco, Chile; [Pena, Sebastian] Natl Inst Hlth & Welf, Dept Publ Hlth Solut, Helsinki, Finland; [Pena, Sebastian] Univ Diego Port, Fac Med, Santiago, Chile; [Cuadrado, Cristobal] Univ Chile, Sch Publ Hlth, Hlth Policy Syst & Management Program, Santiago, Chile; [Bedregal, Paula] Pontificia Univ Catolica Chile, Dept Publ Hlth, Valparaiso, Chile; [Garcia-Hermoso, Antonio] Univ Santiago, Lab Phys Act Sci Sports & Hlth, Santiago, Chile; [Celis-Morales, Carlos] Univ Mayor, Ctr Invest Fisiol Ejercicio CIFE, Santiago, Chile";A. N. Trombert;ESCUELA DE BIOTECNOLOGIA;10.3920/BM2017.0048;BENEFICIAL MICROBES;Q3;WOS:000426461600009;2-s2.0-85042777805;;;;;;
2018;WOS;Article;Results From Brazil's 2018 Report Card on Physical Activity for Children and Youth;"Santos Silva, Diego Augusto; Destro Christofaro, Diego Giulliano; de Moraes Ferrari, Gerson Luis; da Silva, Kelly Samara; Nardo, Nelson; dos Santos Silva, Roberto Jeronimo; Fernandes, Romulo Araujo; Barbosa Filho, Valter Cordeiro";"[Santos Silva, Diego Augusto; da Silva, Kelly Samara] Univ Fed Santa Catarina, Dept Phys Educ, Florianopolis, SC, Brazil; [Destro Christofaro, Diego Giulliano; Fernandes, Romulo Araujo] Sao Paulo State Univ, Dept Phys Educ, Presidente Prudente, Brazil; [de Moraes Ferrari, Gerson Luis] Univ Fed Sao Paulo, Dept Pediat, Sao Paulo, Brazil; [de Moraes Ferrari, Gerson Luis] Univ Mayor, Ctr Invest Fisiol Ejercicio, Santiago, Chile; [Nardo, Nelson] Univ Estadual Maringa, Dept Phys Educ, Maringa, Parana, Brazil; [dos Santos Silva, Roberto Jeronimo] Univ Fed Sergipe, Dept Phys Educ, Sao Cristovao, Brazil; [Barbosa Filho, Valter Cordeiro] Fed Inst Ceara, Boa Viagem Campus, Boa Viagem, Brazil";Ignacio Sepulveda;ESCUELA DE BIOTECNOLOGIA;10.1038/s41598-018-21302-3;SCIENTIFIC REPORTS;Q1;WOS:000425284900017;2-s2.0-85042230578;;;;;;
2018;WOS;Article;Transcriptional profiling of embryos lacking the lipoprotein receptor SR-B1 reveals a regulatory circuit governing a neurodevelopmental or metabolic decision during neural tube closure;"Santander, Nicolas; Lizama, Carlos; Murgas, Leandro; Contreras, Sebastian; Martin, Alberto J. M.; Molina, Paz; Quiroz, Alonso; Rivera, Katherine; Salas-Perez, Francisca; Godoy, Alejandro; Rigotti, Attilio; Busso, Dolores";"[Santander, Nicolas; Molina, Paz; Quiroz, Alonso; Rivera, Katherine; Salas-Perez, Francisca; Rigotti, Attilio; Busso, Dolores] Pontificia Univ Catolica Chile, Sch Med, Dept Nutr Diabet & Metab, Marcoleta 367, Santiago 83300024, CP, Chile; [Lizama, Carlos] Univ Calif San Francisco, Cardiovasc Res Inst, San Francisco, CA USA; [Murgas, Leandro; Contreras, Sebastian; Martin, Alberto J. M.] Univ Mayor, Network Biol Lab, Ctr Genom & Bioinformat, Fac Sci, Santiago, Chile; [Godoy, Alejandro] Pontificia Univ Catolica Chile, Fac Biol Sci, Santiago, Chile; [Godoy, Alejandro] Roswell Pk Comprehens Canc Ctr, Dept Urol, Buffalo, NY USA; [Rigotti, Attilio] Pontificia Univ Catolica Chile, Sch Med, Ctr Mol Nutr & Chron Dis, Santiago, Chile";Claudia Rojo;ESCUELA DE CONSTRUCCION CIVIL;10.7764/RDLC.17.1.149;REVISTA DE LA CONSTRUCCION;Q4;WOS:000437488300013;2-s2.0-85046070651;;;;;;
2018;WOS;Article;Spatial and Temporal Variability in the Development and Potential Toxicity of Phormidium Biofilms in the Tarn River, France;"Echenique-Subiabre, Isidora; Tenon, Maxime; Humbert, Jean-Francois; Quiblier, Catherine";"[Echenique-Subiabre, Isidora; Humbert, Jean-Francois] Sorbonne Univ, INRA, iEES Paris, 4 Pl Jussieu, F-75252 Paris, France; [Echenique-Subiabre, Isidora; Tenon, Maxime; Quiblier, Catherine] CNRS, Museum Natl Hist Nat, Unite Mol Commun & Adaptat Microorganismes, MCAM,UMR 7245, Case 39,57 Rue Cuvier, F-75005 Paris, France; [Quiblier, Catherine] Paris Diderot Univ, Dept Sci Vivant, 5 Rue T Mann, F-75013 Paris, France; [Echenique-Subiabre, Isidora] Univ Mayor, GEMA Ctr Genom Ecol & Environm, Camino Piramide 5750, Santiago 8580745, Chile";Felipe Melendez;ESCUELA DE DERECHO;10.18042/cepc/aijc.21.04;Anuario Iberoamericano de Justicia Constitucional;Q3;NO APLICA;2-s2.0-85037987370;;;;;;
2018;WOS;Article;CRANIOFACIAL MICROSOMIA: ORTHODONTIC SURGICAL TREATMENT OF GROWING PATIENTS;M LORETO CASTELLÓN ZIRPEL;"[Agurto Veas, Pamela; Castellon Zirpel, Loreto; Gloria Morovic, Carmen] Hosp Ninos Luis Calvo Mackenna, Av Kennedy 5757 Torre Oriente 407, Santiago, Chile. [Castellon Zirpel, Loreto] Exequiel Gonzales Cortes Hosp, Santiago, Chile. [Castellon Zirpel, Loreto] Univ Mayor Chile, Sch Dent, Santiago, Chile. [Gloria Morovic, Carmen] Univ Chile, Sch Med, Santiago, Chile. Veas, PA (reprint author), Hosp Ninos Luis Calvo Mackenna, Av Kennedy 5757 Torre Oriente 407, Santiago, Chile. pameagurto@yahoo.com.";Javier Escobar;ESCUELA DE DERECHO;10.4067/S0718-97532017000100299 ;REVISTA DE DERECHO (COQUIMBO);NO APLICA;NO APLICA;NO APLICA;;;;;;
2018;WOS;Review;Management of Thrombosis Risk in a Carrier of Hemophilia A with Low Factor VIII Levels with Atrial Fibrillation: A Clinical Case and Literature Review;"Murray, Nigel P.; Munoz, Lorena; Minzer, Simona; Antonio Lopez, Marco";"[Murray, Nigel P.] Hosp Carabineros, Dept Med, Simon Boliovar 2200, Santiago 7770199, Chile; [Murray, Nigel P.] Univ Finis Terrae, Fac Med, Hematol, Pedro de Valdivia 1509, Providencia 7501015, Santiago De, Chile; [Munoz, Lorena] Hosp Carabineros, Dept Med, Internal Med, Simon Boliovar 2200, Nunoa 7770199, Santiago De, Chile; [Munoz, Lorena] Univ Mayor, Fac Med, Med, Camino La Piramide 5750, Huechuraba 8580745, Santiago De, Chile; [Minzer, Simona; Antonio Lopez, Marco] Hosp Carabineros, Dept Med, Simon Boliovar 2200, Nunoa 7770199, Santiago De, Chile";Samuel Malamud;ESCUELA DE DERECHO;10.5354/0719-2584.2018.49097;REVISTA CHILENA DE DERECHO Y TECNOLOGIA;Q4;WOS:000454660900007;NO APLICA;;;;;;
2018;WOS;Article;Motherhood inmigrant women in Chile: A qualitative study;"Arcos, Estela; Vollrath, Antonia; Sanchez, Ximena; Bailey, Christine";"[Arcos, Estela; Sanchez, Ximena; Bailey, Christine] Univ Playa Ancha, Guillermo Gonzalez de Hontaneda 855, Valparaiso, Chile; [Vollrath, Antonia] Univ Mayor, Escuela Enfermeria, San Pio X 2422, Santiago, Chile";Felipe Melendez;ESCUELA DE DERECHO;10.22201/iij.24484873e.2018.152.12920;BOLETÍN MEXICANO DE DERECHO COMPARADO;Q4;NO APLICA;SIN INFORMACION;;;;;;
2018;WOS;Article;Using Femtosecond Laser Irradiation To Grow the Belly of Gold Nanorods;"Diaz-Nunez, Pablo; Gonzalez-Rubio, Guillermo; Prada, Alejandro; Gonzalez Izquierdo, Jesus; Rivera, Antonio; Banares, Luis; Guerrero-Martinez, Andres; Pena-Rodriguez, Ovidio";"[Diaz-Nunez, Pablo; Prada, Alejandro; Rivera, Antonio; Pena-Rodriguez, Ovidio] Univ Politecn Madrid, Inst Fus Nucl, Jose Gutierrez Abascal 2, E-28006 Madrid, Spain; [Gonzalez-Rubio, Guillermo; Banares, Luis; Guerrero-Martinez, Andres] Univ Complutense Madrid, Dept Quim Fis, Ave Complutense S-N, E-28040 Madrid, Spain; [Gonzalez-Rubio, Guillermo] CIC biomaGUNE, Bionanoplasmon Lab, Paseo Miramon 182, E-20014 Donostia San Sebastian, Spain; [Gonzalez Izquierdo, Jesus; Banares, Luis] Univ Complutense Madrid, Ctr Laseres Ultrarrapidos, Ave Complutense S-N, E-28040 Madrid, Spain; [Prada, Alejandro] Ctr Desarrollo Nanociencia & Nanotecnol CEDENNA, Santiago, Chile; [Prada, Alejandro] Univ Mayor, Fac Ciencias, Ctr Nanotecnol, Santiago, Chile";Carlos Isler Soto;ESCUELA DE DERECHO;10.4067/S0716-54552018000100407;REVISTA DE ESTUDIOS HISTÓRICO JURÍDICOS;Q3;NO APLICA;2-s2.0-85053016909;;;;;;
2018;WOS;Article;The joint effect of sitting time and obesity on the odds of developing type 2 diabetes;"Petermann, Fanny; Garrido-Mendez, Alex; Diaz-Martinez, Ximena; Maria Leiva, Ana; Adela Martinez, Maria; Poblete-Valderrama, Felipe; Salas, Carlos; Cristi-Montero, Carlos; Celis-Morales, Carlos";"[Petermann, Fanny; Celis-Morales, Carlos] Univ Glasgow, Inst Cardiovasc & Med Sci, BHF Glasgow Cardiovasc Res Ctr, Glasgow, Lanark, Scotland; [Garrido-Mendez, Alex] Univ San Sebastian, Escuela Educ Fis, Concepcion, Chile; [Diaz-Martinez, Ximena] Univ Bio Bio, Dept Ciencias Educ, Grp Invest Calidad Vida, Chillan, Chile; [Maria Leiva, Ana] Univ Austral Chile, Fac Med, Inst Anat Histol & Patol, Valdivia, Chile; [Adela Martinez, Maria] Univ Austral Chile, Fac Ciencias, Inst Farm, Valdivia, Chile; [Poblete-Valderrama, Felipe] Univ Santo Tomas, Fac Salud, Escuela Kinesiol, Sede Valdivia, Chile; [Salas, Carlos] Univ Concepcion, Fac Educ, Dept Educ Fis, Concepcion, Chile; [Cristi-Montero, Carlos] Pontificia Univ Catolica Valparaiso, Escuela Educ Fis, Grp IRyS, Valparaiso, Chile; Univ Catolica Silva Henriquez, Fac Salud, Escuela Kinesiol, Santiago, Chile; [Celis-Morales, Carlos] Univ Mayor, CIFE, Santiago, Chile";Carlos Isler Soto;ESCUELA DE DERECHO;10.4067/S0718-00122018000100101 ;REVISTA IUS ET PRAXIS;Q2;NO APLICA;2-s2.0-85060761365;;;;;;
2018;WOS;Article;PRELIMINARY RESULTS OF THE REACTION OF CYCLOTRIMERIZATION OF PHENYLACETYLENE [2+2+2] CATALYZED BY [(Cp*)Co(Indene)] COMPLEX;"Morales-Verdejo, Cesar; Camarada, Maria Belen; Morales, Veronica; Canete, Alvaro; Martinez, Ivan; Manriquez, Juan Manuel; Chavez, Ivonne";"[Morales-Verdejo, Cesar; Camarada, Maria Belen] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Santiago, Chile; [Morales, Veronica; Canete, Alvaro; Manriquez, Juan Manuel; Chavez, Ivonne] Pontificia Univ Catolica Chile, Fac Quim, Dept Quim Inorgan, Vicuna Mackenna 4860, Santiago, Chile; [Martinez, Ivan] Univ Bernardo OHiggins, Dept Ciencias Quim & Biol, Ctr Integrat Biol & Quim Aplicada, Gen Gana 1702, Santiago, Chile";J. E. Veas;ESCUELA DE DERECHO;10.4067/S0718-33992018000201003;Politica Criminal;Q2;NO APLICA;2-s2.0-85063365342;;;;;;
2018;WOS;Article;Core non-coding RNAs of Piscirickettsia salmonis;"Segovia, Cristopher; Arias-Carrasco, Raul; Yanez, Alejandro J.; Maracaja-Coutinho, Vinicius; Santander, Javier";"[Segovia, Cristopher; Santander, Javier] Mem Univ Newfoundland, Dept Ocean Sci, Marine Microbial Pathogenesis & Vaccinol Lab, Logy Bay, NF, Canada; [Segovia, Cristopher; Arias-Carrasco, Raul] Univ Mayor, PhD Program Integrat Genom, Huechuraba, Chile; [Arias-Carrasco, Raul; Maracaja-Coutinho, Vinicius] Univ Mayor, Ctr Genom & Bioinformat, Lab Integrat Bioinformat, Fac Sci, Huechuraba, Chile; [Yanez, Alejandro J.] Univ Austral Chile, Inst Bioquim & Microbiol, Fac Ciencias, Valdivia, Chile; [Maracaja-Coutinho, Vinicius] Beagle Bioinformat, Santiago, Chile";Cristobal Hasbun;ESCUELA DE DERECHO;10.4067/S0718-00122018000300421;Ius et Praxis;Q2;NO APLICA;2-s2.0-85061389198;;;;;;
2018;WOS;Article;Toward Controlled Morphology of FeCu Nanoparticles: Cu Concentration and Size Effects;"Rojas-Nunez, Javier; Gonzalez, Rafael I.; Bringa, Eduardo M.; Allende, Sebastian; Sepulveda, Pamela; Arancibia-Miranda, Nicolas; Baltazar, Samuel E.";"[Rojas-Nunez, Javier; Allende, Sebastian; Baltazar, Samuel E.] Univ Santiago Chile, Dept Fis, Av Ecuador 3493, Santiago 9170124, Chile; [Gonzalez, Rafael I.] Univ Mayor, Fac Ciencias, Ctr Nanotecnol Aplicada, Santiago 8580745, Chile; [Bringa, Eduardo M.] Univ Nacl Cuyo, CONICET, Mendoza, Argentina; [Bringa, Eduardo M.] Univ Nacl Cuyo, Fac Ciencias Exactas & Nat, Mendoza, Argentina; [Rojas-Nunez, Javier; Gonzalez, Rafael I.; Allende, Sebastian; Sepulveda, Pamela; Arancibia-Miranda, Nicolas; Baltazar, Samuel E.] Ctr Desarrollo Nanociencia & Nanotecnol CEDENNA, Santiago 9170022, Chile; [Sepulveda, Pamela; Arancibia-Miranda, Nicolas] Univ Santiago Chile, Fac Quim & Biol, Casilla 40, Santiago 33, Chile";Á. Mesa Latorre;ESCUELA DE DERECHO;10.4067/S0718-52002018000100129;Estudios Constitucionales;Q2;NO APLICA;2-s2.0-85053732095;;;;;;
